______________________________________________________ 
|     Chave|     Dados|                          Nome|
|.....19142|.........0|......................Rosalynd|
|.....19142|.........0|......................Rockland|
|.....19147|.........0|......................Shrinika|
|.....19147|.........0|......................Shrinika|
|.....19149|.........0|.......................Keyonte|
|.....19149|.........0|........................Kiante|
|.....19149|.........0|........................Kionte|
|.....19149|.........0|.......................Kemonte|
|.....19149|.........0|.......................Kevonte|
|.....19149|.........0|........................Kiante|
|.....19149|.........0|........................Kionte|
|.....19149|.........0|.......................Kevonte|
|.....19155|.........0|..........................Nori|
|.....19155|.........0|..........................Neri|
|.....19155|.........0|..........................Nuri|
|.....19155|.........0|..........................Neri|
|.....19155|.........0|..........................Nuri|
|.....19155|.........0|..........................Nuri|
|.....19155|.........0|..........................Neri|
|.....19155|.........0|..........................Neri|
|.....19159|.........0|......................Virgilio|
|.....19159|.........0|......................Saunders|
|.....19162|.........0|........................Khonor|
|.....19165|.........0|..........................Nash|
|.....19165|.........0|..........................Nash|
|.....19165|.........0|..........................Nash|
|.....19166|.........0|........................Poyraz|
|.....19166|.........0|........................Poyraz|
|.....19166|.........0|........................Poyraz|
|.....19167|.........0|...........................Min|
|.....19167|.........0|...........................Man|
|.....19170|.........0|.......................Loyalti|
|.....19176|.........0|........................Zuriel|
|.....19176|.........0|........................Zuriel|
|.....19176|.........0|.......................Zabriel|
|.....19176|.........0|.......................Zabdiel|
|.....19176|.........0|........................Chasya|
|.....19176|.........0|........................Zaniel|
|.....19176|.........0|........................Zariel|
|.....19176|.........0|........................Zadiel|
|.....19176|.........0|.......................Zabdiel|
|.....19176|.........0|........................Zariel|
|.....19176|.........0|........................Zuriel|
|.....19177|.........0|........................Nasiya|
|.....19177|.........0|........................Grayer|
|.....19177|.........0|........................Nakiya|
|.....19177|.........0|........................Naviya|
|.....19177|.........0|........................Rivers|
|.....19179|.........0|.......................Myliyah|
|.....19179|.........0|........................Maryah|
|.....19179|.........0|.......................Myliyah|
|.....19179|.........0|........................Maiyah|
|.....19179|.........0|.......................Makiyah|
|.....19179|.........0|........................Maiyah|
|.....19179|.........0|.......................Meliyah|
|.....19179|.........0|........................Meeyah|
|.....19179|.........0|.......................Mesiyah|
|.....19179|.........0|.......................Milayah|
|.....19179|.........0|.......................Messyah|
|.....19179|.........0|.......................Maleyah|
|.....19179|.........0|.......................Moriyah|
|.....19179|.........0|.......................Mesiyah|
|.....19179|.........0|.......................Matayah|
|.....19179|.........0|.......................Mazayah|
|.....19179|.........0|.......................Myliyah|
|.....19179|.........0|.......................Makayah|
|.....19180|.........0|........................Manuia|
|.....19180|.........0|........................Manuia|
|.....19180|.........0|......................Macaulay|
|.....19185|.........0|........................Mattie|
|.....19185|.........0|........................Martie|
|.....19189|.........0|.........................Glori|
|.....19189|.........0|.........................Gowri|
|.....19191|.........0|........................Porsha|
|.....19191|.........0|.......................Preesha|
|.....19191|.........0|........................Presha|
|.....19191|.........0|.......................Parisha|
|.....19191|.........0|.......................Preksha|
|.....19191|.........0|.......................Parisha|
|.....19193|.........0|.........................Keanu|
|.....19198|.........0|.......................Jasnoor|
|.....19200|.........0|........................Yannah|
|.....19200|.........0|........................Yaphet|
|.....19201|.........0|........................Mairim|
|.....19201|.........0|..........................Lono|
|.....19201|.........0|..........................Lino|
|.....19201|.........0|..........................Lono|
|.....19201|.........0|..........................Lono|
|.....19201|.........0|..........................Lion|
|.....19201|.........0|..........................Lyon|
|.....19201|.........0|..........................Lino|
|.....19207|.........0|....................Marcellous|
|.....19207|.........0|.....................Marvelous|
|.....19207|.........0|.........................Miloh|
|.....19207|.........0|.........................Miloh|
|.....19209|.........0|..........................Bess|
|.....19209|.........0|..........................Bess|
|.....19209|.........0|..........................Boss|
|.....19209|.........0|..........................Boss|
|.....19209|.........0|..........................Bess|
|.....19209|.........0|.........................Bless|
|.....19209|.........0|..........................Bess|
|.....19213|.........0|........................Mabrey|
|.....19219|.........0|......................Marisela|
|.....19219|.........0|......................Marisela|
|.....19221|.........0|.......................Latavia|
|.....19231|.........0|..........................Leti|
|.....19233|.........0|.........................Zakia|
|.....19233|.........0|.........................Zofia|
|.....19233|.........0|.........................Zyria|
|.....19233|.........0|.........................Zalia|
|.....19233|.........0|.........................Zosia|
|.....19233|.........0|.........................Zaria|
|.....19233|.........0|.........................Zenia|
|.....19233|.........0|.........................Zadia|
|.....19233|.........0|.........................Zinia|
|.....19233|.........0|.........................Zyria|
|.....19234|.........0|........................Weldon|
|.....19235|.........0|........................Loukya|
|.....19236|.........0|...........................Keo|
|.....19236|.........0|...........................Kyo|
|.....19236|.........0|...........................Kao|
|.....19238|.........0|......................Jessilyn|
|.....19240|.........0|.......................Tyshawn|
|.....19241|.........0|....................Tobechukwu|
|.....19241|.........0|....................Tobechukwu|
|.....19242|.........0|........................Hezron|
|.....19243|.........0|.........................Cloud|
|.....19248|.........0|..........................Orya|
|.....19248|.........0|..........................Omya|
|.....19248|.........0|..........................Oday|
|.....19249|.........0|.......................Quianna|
|.....19249|.........0|.......................Quianna|
|.....19249|.........0|.........................Qiana|
|.....19249|.........0|........................Zophie|
|.....19251|.........0|........................Lynsey|
|.....19251|.........0|........................Linsey|
|.....19251|.........0|........................Linsey|
|.....19252|.........0|......................Roseline|
|.....19253|.........0|.....................Oluwaseun|
|.....19264|.........0|.......................Johanny|
|.....19264|.........0|......................Octavian|
|.....19264|.........0|.......................Jovanny|
|.....19264|.........0|........................Jhonny|
|.....19264|.........0|.........................Jenny|
|.....19264|.........0|.........................Johny|
|.....19264|.........0|........................Jhonny|
|.....19267|.........0|......................Kattleya|
|.....19267|.........0|.......................Kamilya|
|.....19267|.........0|.......................Kamilya|
|.....19275|.........0|..........................Zeke|
|.....19276|.........0|......................Yitzchok|
|.....19277|.........0|.........................Menno|
|.....19279|.........0|........................Phiona|
|.....19279|.........0|........................Patric|
|.....19279|.........0|.......................Petrona|
|.....19285|.........0|.......................Greyson|
|.....19285|.........0|........................Gerson|
|.....19285|.........0|.......................Graison|
|.....19285|.........0|......................Grayston|
|.....19285|.........0|.......................Greison|
|.....19285|.........0|.......................Grayson|
|.....19285|.........0|........................Janova|
|.....19285|.........0|.......................Greyson|
|.....19285|.........0|.......................Greyson|
|.....19285|.........0|.......................Garyson|
|.....19285|.........0|.......................Graeson|
|.....19287|.........0|....................Wilhelmina|
|.....19288|.........0|..........................Macy|
|.....19288|.........0|..........................Macy|
|.....19289|.........0|..........................Adyn|
|.....19289|.........0|.......................Adelynn|
|.....19289|.........0|..........................Alyn|
|.....19289|.........0|.......................Austynn|
|.....19289|.........0|.......................Adylynn|
|.....19289|.........0|........................Aylynn|
|.....19289|.........0|..........................Aryn|
|.....19289|.........0|........................Ailynn|
|.....19289|.........0|.......................Aralynn|
|.....19289|.........0|.......................Ashtynn|
|.....19289|.........0|.......................Adilynn|
|.....19289|.........0|.......................Ashtynn|
|.....19289|.........0|..........................Alyn|
|.....19289|.........0|.......................Adelynn|
|.....19289|.........0|..........................Aryn|
|.....19289|.........0|..........................Avyn|
|.....19289|.........0|.......................Avelynn|
|.....19289|.........0|.......................Adilynn|
|.....19289|.........0|.......................Azalynn|
|.....19289|.........0|.......................Arilynn|
|.....19289|.........0|........................Aerynn|
|.....19289|.........0|.......................Aubrynn|
|.....19289|.........0|........................Aslynn|
|.....19289|.........0|........................Arlynn|
|.....19291|.........0|..........................Luxe|
|.....19291|.........0|......................Kourtney|
|.....19291|.........0|........................Rupert|
|.....19291|.........0|........................Thelma|
|.....19291|.........0|..........................Luxe|
|.....19293|.........0|..........................Yoel|
|.....19293|.........0|..........................Yoel|
|.....19293|.........0|..........................Yael|
|.....19293|.........0|..........................Yael|
|.....19299|.........0|.......................Teofilo|
|.....19301|.........0|.......................Rishita|
|.....19301|.........0|........................Jermya|
|.....19302|.........0|.........................Fanta|
|.....19306|.........0|........................Mairin|
|.....19306|.........0|........................Merrin|
|.....19311|.........0|..........................Lady|
|.....19311|.........0|..........................Loyd|
|.....19311|.........0|..........................Loyd|
|.....19314|.........0|.......................Montrez|
|.....19314|.........0|.......................Montrez|
|.....19315|.........0|..........................Jovi|
|.....19316|.........0|.........................Seema|
|.....19319|.........0|.......................Ellayna|
|.....19319|.........0|.......................Ellayna|
|.....19319|.........0|.......................Evelyna|
|.....19319|.........0|........................Elayna|
|.....19322|.........0|........................Master|
|.....19322|.........0|........................Master|
|.....19326|.........0|........................Sonnet|
|.....19326|.........0|.........................Noely|
|.....19327|.........0|.......................Damauri|
|.....19330|.........0|........................Fulton|
|.....19330|.........0|........................Fulton|
|.....19330|.........0|.........................Anouk|
|.....19331|.........0|........................Willem|
|.....19331|.........0|........................Willem|
|.....19335|.........0|..........................Wren|
|.....19335|.........0|.......................Teancum|
|.....19335|.........0|........................Murphy|
|.....19336|.........0|..........................Koey|
|.....19339|.........0|.......................Yicheng|
|.....19339|.........0|........................Thisbe|
|.....19340|.........0|........................Gatlyn|
|.....19340|.........0|.......................Greylyn|
|.....19340|.........0|.......................Graelyn|
|.....19340|.........0|.....................Gracilynn|
|.....19340|.........0|........................Gatlyn|
|.....19347|.........0|.........................Hamsa|
|.....19347|.........0|.......................Hadassa|
|.....19353|.........0|..........................Hiro|
|.....19359|.........0|........................Elexis|
|.....19363|.........0|........................Lenore|
|.....19369|.........0|.........................Olani|
|.....19369|.........0|.........................Rayme|
|.....19378|.........0|......................Reginald|
|.....19378|.........0|........................Zavien|
|.....19381|.........0|..........................Tami|
|.....19381|.........0|..........................Tomi|
|.....19381|.........0|..........................Taim|
|.....19381|.........0|..........................Tomi|
|.....19381|.........0|......................Macarena|
|.....19383|.........0|......................Mattheus|
|.....19383|.........0|........................Jerzee|
|.....19383|.........0|......................Mattheus|
|.....19384|.........0|.......................Kristin|
|.....19384|.........0|.......................Kristin|
|.....19384|.........0|.......................Kristin|
|.....19384|.........0|........................Koltin|
|.....19384|.........0|.......................Kristin|
|.....19384|.........0|.......................Kristin|
|.....19384|.........0|.......................Kristin|
|.....19387|.........0|........................Farouq|
|.....19390|.........0|.......................Lillyan|
|.....19390|.........0|........................Lilyan|
|.....19390|.........0|.......................Lillyan|
|.....19391|.........0|.......................Dawayne|
|.....19391|.........0|.......................Dewayne|
|.....19392|.........0|.....................Quintrell|
|.....19395|.........0|.........................Elite|
|.....19395|.........0|........................Evette|
|.....19395|.........0|.......................Eliette|
|.....19396|.........0|.........................Jhara|
|.....19396|.........0|......................Sophonie|
|.....19397|.........0|........................Yadier|
|.....19401|.........0|........................Naloni|
|.....19401|.........0|..........................Gent|
|.....19403|.........0|........................Tayley|
|.....19403|.........0|........................Tilley|
|.....19403|.........0|.......................Tinzley|
|.....19404|.........0|........................Klover|
|.....19404|.........0|........................Korver|
|.....19407|.........0|.......................Skylinn|
|.....19407|.........0|.......................Skylinn|
|.....19409|.........0|.......................Yolanda|
|.....19411|.........0|.......................Macario|
|.....19414|.........0|........................Zaheir|
|.....19414|.........0|........................Zyheir|
|.....19426|.........0|.......................Yashika|
|.....19426|.........0|........................Daevon|
|.....19426|.........0|.......................Joaquin|
|.....19426|.........0|........................Daevon|
|.....19426|.........0|........................Daivon|
|.....19426|.........0|........................Daivon|
|.....19426|.........0|........................Deavon|
|.....19426|.........0|........................Delvon|
|.....19426|.........0|........................Dayvon|
|.....19429|.........0|.......................Marilou|
|.....19432|.........0|........................Whalen|
|.....19433|.........0|........................Walker|
|.....19433|.........0|........................Walker|
|.....19434|.........0|........................Jaquez|
|.....19435|.........0|.......................Xaviera|
|.....19437|.........0|.........................Wylin|
|.....19438|.........0|.......................Keisuke|
|.....19438|.........0|......................Augustus|
|.....19441|.........0|......................Shedrick|
|.....19441|.........0|......................Shedrick|
|.....19443|.........0|........................Sabree|
|.....19443|.........0|.......................Safaree|
|.....19443|.........0|.......................Safaree|
|.....19443|.........0|..........................Sire|
|.....19443|.........0|........................Katori|
|.....19443|.........0|..........................Syre|
|.....19443|.........0|........................Kamori|
|.....19443|.........0|........................Kamori|
|.....19443|.........0|........................Kamori|
|.....19454|.........0|.........................Bento|
|.....19455|.........0|........................Romney|
|.....19455|.........0|........................Rainey|
|.....19455|.........0|........................Rooney|
|.....19455|.........0|........................Rainey|
|.....19455|.........0|........................Rooney|
|.....19458|.........0|........................Jaxxen|
|.....19459|.........0|.....................Ladarrius|
|.....19459|.........0|......................Kristyna|
|.....19459|.........0|......................Kristyna|
|.....19461|.........0|........................Nicolo|
|.....19461|.........0|.....................Kimberlin|
|.....19461|.........0|.....................Kimberlin|
|.....19461|.........0|.....................Kimberlyn|
|.....19464|.........0|........................Chisum|
|.....19464|.........0|........................Chisum|
|.....19472|.........0|........................Sareya|
|.....19474|.........0|........................Artyom|
|.....19474|.........0|......................Vladimir|
|.....19475|.........0|..........................Rose|
|.....19475|.........0|........................Lakota|
|.....19475|.........0|........................Lakota|
|.....19475|.........0|..........................Rees|
|.....19475|.........0|........................Lakota|
|.....19475|.........0|......................Renesmee|
|.....19475|.........0|..........................Rees|
|.....19475|.........0|........................Lakota|
|.....19477|.........0|.....................Reminisce|
|.....19477|.........0|.....................Reminisce|
|.....19482|.........0|......................Preslynn|
|.....19484|.........0|....................Gwendolyne|
|.....19489|.........0|.......................Prairie|
|.....19489|.........0|.....................Peregrine|
|.....19489|.........0|.......................Prairie|
|.....19490|.........0|.........................Dusti|
|.....19495|.........0|......................Kevaughn|
|.....19498|.........0|.........................Leron|
|.....19498|.........0|.........................Lemon|
|.....19498|.........0|.........................Levon|
|.....19498|.........0|.........................Lamon|
|.....19498|.........0|.........................Ladon|
|.....19498|.........0|.........................Lamon|
|.....19498|.........0|.........................Levon|
|.....19498|.........0|.........................Lamon|
|.....19500|.........0|.......................Treylin|
|.....19500|.........0|........................Nahuel|
|.....19500|.........0|........................Taylin|
|.....19501|.........0|......................Joaquina|
|.....19502|.........0|......................Tamerlan|
|.....19502|.........0|........................Tigran|
|.....19502|.........0|........................Tanner|
|.....19502|.........0|......................Tamerlan|
|.....19502|.........0|........................Tigran|
|.....19502|.........0|........................Turner|
|.....19502|.........0|........................Tanner|
|.....19502|.........0|........................Tigran|
|.....19502|.........0|........................Terran|
|.....19502|.........0|........................Tanner|
|.....19503|.........0|........................Tamira|
|.....19503|.........0|........................Tyaira|
|.....19503|.........0|........................Tyaira|
|.....19517|.........0|.......................Shaindy|
|.....19517|.........0|.......................Sheindy|
|.....19517|.........0|.......................Santino|
|.....19517|.........0|.......................Santino|
|.....19518|.........0|......................Penelopi|
|.....19518|.........0|......................Penelopi|
|.....19518|.........0|......................Penelopi|
|.....19525|.........0|........................Zacari|
|.....19525|.........0|......................Scotland|
|.....19525|.........0|.......................Zakhari|
|.....19525|.........0|........................Zakari|
|.....19525|.........0|........................Zanari|
|.....19525|.........0|......................Scotland|
|.....19525|.........0|......................Scotland|
|.....19525|.........0|.......................Zakhari|
|.....19525|.........0|........................Zakari|
|.....19525|.........0|........................Zamari|
|.....19525|.........0|........................Zakari|
|.....19526|.........0|.......................Lamonte|
|.....19528|.........0|..........................Elky|
|.....19528|.........0|..........................Eryk|
|.....19530|.........0|.......................Brixxon|
|.....19530|.........0|......................Braxxton|
|.....19530|.........0|.......................Brixxon|
|.....19530|.........0|.......................Brixxon|
|.....19530|.........0|.......................Brixxon|
|.....19531|.........0|..........................Omir|
|.....19531|.........0|........................Coburn|
|.....19534|.........0|........................Leonor|
|.....19539|.........0|........................Justis|
|.....19540|.........0|........................Marvel|
|.....19540|.........0|......................Sinclair|
|.....19540|.........0|......................Sinclair|
|.....19540|.........0|........................Marvel|
|.....19540|.........0|......................Sinclair|
|.....19543|.........0|........................Dhruva|
|.....19545|.........0|........................Vanely|
|.....19547|.........0|.......................Mykelti|
|.....19549|.........0|.........................Camry|
|.....19551|.........0|........................Kaelum|
|.....19551|.........0|........................Kallum|
|.....19552|.........0|.......................Nakiyah|
|.....19552|.........0|........................Naiyah|
|.....19552|.........0|.......................Naviyah|
|.....19552|.........0|........................Rhonin|
|.....19552|.........0|.......................Nasiyah|
|.....19552|.........0|.......................Naliyah|
|.....19552|.........0|.......................Nevayah|
|.....19552|.........0|.......................Nevayah|
|.....19552|.........0|.......................Naliyah|
|.....19552|.........0|.......................Niliyah|
|.....19552|.........0|.......................Nevayah|
|.....19552|.........0|.......................Namiyah|
|.....19552|.........0|.......................Naziyah|
|.....19552|.........0|.......................Naviyah|
|.....19554|.........0|........................Hayzen|
|.....19556|.........0|........................Sartaj|
|.....19556|.........0|........................Sartaj|
|.....19557|.........0|.......................Sellers|
|.....19557|.........0|........................Morgyn|
|.....19558|.........0|........................Shloka|
|.....19558|.........0|........................Shloka|
|.....19558|.........0|........................Shloka|
|.....19560|.........0|.........................Henri|
|.....19561|.........0|........................Nettie|
|.....19561|.........0|........................Nettie|
|.....19564|.........0|.........................Autum|
|.....19564|.........0|.........................Abrum|
|.....19567|.........0|..........................Daly|
|.....19567|.........0|........................Daryll|
|.....19569|.........0|.........................Kaior|
|.....19569|.........0|........................Valeri|
|.....19569|.........0|.........................Konor|
|.....19569|.........0|........................Valeri|
|.....19572|.........0|..........................Cass|
|.....19572|.........0|...........................Cas|
|.....19573|.........0|........................Sumire|
|.....19573|.........0|........................Syaire|
|.....19573|.........0|.......................Saphire|
|.....19573|.........0|........................Syaire|
|.....19573|.........0|..........................Curt|
|.....19575|.........0|..........................Moon|
|.....19577|.........0|.......................Rawlins|
|.....19577|.........0|.......................Rollins|
|.....19581|.........0|......................Chrishun|
|.....19581|.........0|......................Chrishun|
|.....19584|.........0|......................Leighlyn|
|.....19584|.........0|......................Leightyn|
|.....19584|.........0|......................Leighlyn|
|.....19585|.........0|........................Ariyon|
|.....19585|.........0|........................Ariyon|
|.....19585|.........0|........................Ariyon|
|.....19586|.........0|........................Zeenah|
|.....19586|.........0|.......................Zyannah|
|.....19586|.........0|........................Zionah|
|.....19586|.........0|........................Zaynah|
|.....19586|.........0|........................Zyanah|
|.....19586|.........0|......................Zavannah|
|.....19586|.........0|......................Zavannah|
|.....19591|.........0|........................Harlym|
|.....19591|.........0|........................Harlym|
|.....19593|.........0|.........................Evers|
|.....19593|.........0|.........................Chava|
|.....19598|.........0|......................Amberlyn|
|.....19598|.........0|........................Aubryn|
|.....19598|.........0|......................Andersyn|
|.....19599|.........0|........................Hiroto|
|.....19601|.........0|.........................Jiaqi|
|.....19601|.........0|.........................Jiaqi|
|.....19601|.........0|.........................Jiaqi|
|.....19603|.........0|........................Townes|
|.....19605|.........0|..........................Mati|
|.....19605|.........0|..........................Mati|
|.....19605|.........0|........................Meritt|
|.....19605|.........0|.......................Merritt|
|.....19605|.........0|.......................Merritt|
|.....19609|.........0|...........................Leo|
|.....19612|.........0|.......................Maximos|
|.....19612|.........0|........................Maksim|
|.....19612|.........0|.......................Maximos|
|.....19612|.........0|........................Maksim|
|.....19612|.........0|.........................Dawud|
|.....19614|.........0|.......................Kendrix|
|.....19614|.........0|.......................Kendrix|
|.....19620|.........0|........................Maisey|
|.....19621|.........0|.......................Furious|
|.....19621|.........0|........................Famous|
|.....19621|.........0|.......................Furious|
|.....19621|.........0|....................Uchechukwu|
|.....19630|.........0|.....................Jencarlos|
|.....19632|.........0|.......................Rominna|
|.....19632|.........0|.........................Renna|
|.....19632|.........0|........................Reanna|
|.....19632|.........0|.......................Roxanna|
|.....19632|.........0|.......................Riyanna|
|.....19632|.........0|.......................Rheanna|
|.....19632|.........0|........................Ryanna|
|.....19632|.........0|........................Rainna|
|.....19632|.........0|.......................Rayanna|
|.....19632|.........0|.........................Reina|
|.....19632|.........0|.......................Riyanna|
|.....19632|.........0|.......................Rosanna|
|.....19632|.........0|.........................Reena|
|.....19632|.........0|.......................Rheanna|
|.....19632|.........0|.......................Rayanna|
|.....19632|.........0|.........................Riona|
|.....19635|.........0|....................Maristella|
|.....19635|.........0|......................Sharlene|
|.....19651|.........0|.......................Bostynn|
|.....19651|.........0|..........................Bryn|
|.....19651|.........0|........................Marlow|
|.....19651|.........0|.......................Bostynn|
|.....19651|.........0|..........................Karm|
|.....19651|.........0|.......................Berlynn|
|.....19651|.........0|.......................Bralynn|
|.....19651|.........0|.......................Bralynn|
|.....19651|.........0|..........................Karm|
|.....19651|.........0|........................Marlow|
|.....19651|.........0|........................Marlow|
|.....19651|.........0|.......................Bostynn|
|.....19651|.........0|........................Marlow|
|.....19651|.........0|.........................Mykol|
|.....19651|.........0|.......................Brelynn|
|.....19651|.........0|.......................Baelynn|
|.....19651|.........0|.......................Brelynn|
|.....19653|.........0|.........................Zurie|
|.....19653|.........0|.........................Zelie|
|.....19653|.........0|.........................Zorie|
|.....19653|.........0|.........................Zowie|
|.....19653|.........0|........................Zohemi|
|.....19653|.........0|.........................Zylie|
|.....19653|.........0|.........................Zyrie|
|.....19654|.........0|........................Hutson|
|.....19654|.........0|........................Hanson|
|.....19654|.........0|........................Huxson|
|.....19654|.........0|........................Hudson|
|.....19654|.........0|........................Henson|
|.....19655|.........0|........................Dennys|
|.....19656|.........0|........................Violet|
|.....19656|.........0|........................Violet|
|.....19656|.........0|........................Violet|
|.....19657|.........0|.......................Rovanio|
|.....19657|.........0|.......................Rovanio|
|.....19657|.........0|.......................Rovanio|
|.....19663|.........0|.......................Mohamud|
|.....19664|.........0|........................Meryam|
|.....19664|.........0|........................Miryam|
|.....19665|.........0|......................Siddhant|
|.....19669|.........0|.....................Zinachidi|
|.....19671|.........0|......................Solstice|
|.....19671|.........0|.................Oluwajomiloju|
|.....19671|.........0|......................Solstice|
|.....19675|.........0|.........................Greta|
|.....19675|.........0|.........................Greta|
|.....19680|.........0|.........................Kiros|
|.....19680|.........0|........................Norrin|
|.....19680|.........0|.........................Khaos|
|.....19680|.........0|.........................Kiros|
|.....19680|.........0|........................Keimya|
|.....19680|.........0|.........................Khaos|
|.....19681|.........0|.........................Asaun|
|.....19681|.........0|.........................Arjun|
|.....19681|.........0|........................Zaelee|
|.....19681|.........0|........................Zaylee|
|.....19681|.........0|.........................Arjun|
|.....19681|.........0|..........................Zoel|
|.....19681|.........0|..........................Zoel|
|.....19684|.........0|........................Tashon|
|.....19684|.........0|.........................Vidit|
|.....19687|.........0|..........................Kriv|
|.....19687|.........0|.......................Sanmita|
|.....19687|.........0|........................Sarita|
|.....19687|.........0|..........................Kavi|
|.....19687|.........0|..........................Kavi|
|.....19687|.........0|.........................Coast|
|.....19687|.........0|..........................Kovi|
|.....19687|.........0|..........................Kovi|
|.....19695|.........0|.........................Biruk|
|.....19696|.........0|.........................Brave|
|.....19696|.........0|.....................Willamina|
|.....19697|.........0|........................Alivya|
|.....19705|.........0|.......................Sayvion|
|.....19705|.........0|.......................Sayvion|
|.....19705|.........0|.......................Sayvion|
|.....19705|.........0|........................Savion|
|.....19705|.........0|........................Savion|
|.....19707|.........0|........................Willie|
|.....19707|.........0|.....................Demarquis|
|.....19707|.........0|.........................Evert|
|.....19712|.........0|.......................Hadalyn|
|.....19712|.........0|........................Harlyn|
|.....19712|.........0|........................Hadlyn|
|.....19712|.........0|........................Haelyn|
|.....19712|.........0|........................Harlyn|
|.....19717|.........0|........................Mohsin|
|.....19717|.........0|........................Maysin|
|.....19717|.........0|........................Mohsin|
|.....19717|.........0|........................Muhsin|
|.....19717|.........0|........................Maysin|
|.....19719|.........0|.......................Veronia|
|.....19719|.........0|.......................Veronia|
|.....19719|.........0|.......................Veronia|
|.....19722|.........0|........................Inessa|
|.....19722|.........0|........................Ilyssa|
|.....19725|.........0|........................Camyra|
|.....19729|.........0|........................Jaryia|
|.....19729|.........0|........................Psalms|
|.....19734|.........0|.......................Analyse|
|.....19734|.........0|.......................Analyse|
|.....19741|.........0|.......................Miamore|
|.....19742|.........0|........................Maiven|
|.....19742|.........0|........................Marven|
|.....19742|.........0|........................Marven|
|.....19742|.........0|........................Mayven|
|.....19744|.........0|......................Ferguson|
|.....19749|.........0|........................Zehava|
|.....19750|.........0|.......................Shantal|
|.....19750|.........0|.......................Shantal|
|.....19750|.........0|.......................Romello|
|.....19750|.........0|.......................Starlit|
|.....19750|.........0|.......................Shantal|
|.....19750|.........0|.......................Ramello|
|.....19753|.........0|........................Cyprus|
|.....19755|.........0|........................Kinzee|
|.....19755|.........0|........................Kynzee|
|.....19755|.........0|........................Kinzee|
|.....19755|.........0|........................Kenzee|
|.....19758|.........0|.........................Zarif|
|.....19759|.........0|......................Evelynne|
|.....19759|.........0|.....................Emmalynne|
|.....19759|.........0|......................Evalynne|
|.....19759|.........0|.......................Evalyne|
|.....19759|.........0|.......................Evelyne|
|.....19759|.........0|.....................Emmalynne|
|.....19759|.........0|.....................Emmalynne|
|.....19759|.........0|......................Evalynne|
|.....19761|.........0|........................Madyan|
|.....19761|.........0|.....................Mackinley|
|.....19761|.........0|........................Maryan|
|.....19761|.........0|.....................Mackinley|
|.....19761|.........0|.....................Melodyann|
|.....19761|.........0|.....................Mackinley|
|.....19761|.........0|.....................Mackinley|
|.....19765|.........0|........................Yosmar|
|.....19765|.........0|........................Yosmar|
|.....19773|.........0|........................Kierra|
|.....19773|.........0|.........................Kaira|
|.....19773|.........0|........................Keirra|
|.....19773|.........0|........................Kiarra|
|.....19773|.........0|.........................Keyra|
|.....19773|.........0|.........................Keara|
|.....19773|.........0|.........................Keera|
|.....19773|.........0|........................Keirra|
|.....19773|.........0|.........................Kirra|
|.....19773|.........0|.........................Korra|
|.....19773|.........0|.........................Klara|
|.....19773|.........0|.........................Kerra|
|.....19773|.........0|.........................Kaura|
|.....19773|.........0|.........................Keera|
|.....19773|.........0|.......................Keyarra|
|.....19773|.........0|........................Kiarra|
|.....19773|.........0|.......................Keyarra|
|.....19774|.........0|.........................Viola|
|.....19776|.........0|........................Haroun|
|.....19782|.........0|........................Zamier|
|.....19782|.........0|........................Zahier|
|.....19782|.........0|.......................Yohanan|
|.....19783|.........0|.......................Gregory|
|.....19786|.........0|........................Marius|
|.....19786|.........0|......................Maxximus|
|.....19787|.........0|........................August|
|.....19787|.........0|........................August|
|.....19787|.........0|........................August|
|.....19789|.........0|........................Talisa|
|.....19789|.........0|.......................Taylinn|
|.....19789|.........0|.......................Taylinn|
|.....19789|.........0|........................Talisa|
|.....19791|.........0|.....................Winnifred|
|.....19791|.........0|.....................Winnifred|
|.....19797|.........0|..........................Hawk|
|.....19800|.........0|....................Juanandres|
|.....19801|.........0|.........................Aanvi|
|.....19801|.........0|.........................Ashvi|
|.....19805|.........0|.........................Remmi|
|.....19807|.........0|.........................Hamse|
|.....19807|.........0|...........................Sol|
|.....19807|.........0|.........................Hamse|
|.....19812|.........0|.........................Betul|
|.....19813|.........0|........................Blayre|
|.....19816|.........0|........................Zandra|
|.....19816|.........0|........................Xaylen|
|.....19816|.........0|........................Xaylen|
|.....19816|.........0|........................Jhanvi|
|.....19816|.........0|........................Zandra|
|.....19816|.........0|........................Xaylen|
|.....19819|.........0|.......................Urielle|
|.....19819|.........0|.......................Urielle|
|.....19821|.........0|......................Mazarine|
|.....19824|.........0|......................Vrishank|
|.....19825|.........0|..........................Tyre|
|.....19827|.........0|.......................Yabsera|
|.....19827|.........0|.......................Yabsera|
|.....19831|.........0|........................Sidney|
|.....19831|.........0|.......................Destyni|
|.....19831|.........0|........................Sydney|
|.....19831|.........0|........................Stoney|
|.....19831|.........0|.......................Sianney|
|.....19834|.........0|.......................Marques|
|.....19840|.........0|........................Jaivin|
|.....19848|.........0|.......................Phoenix|
|.....19848|.........0|.......................Pheonix|
|.....19855|.........0|........................Khepri|
|.....19855|.........0|......................Stirling|
|.....19855|.........0|......................Stirling|
|.....19855|.........0|......................Stirling|
|.....19855|.........0|......................Starling|
|.....19855|.........0|......................Stirling|
|.....19855|.........0|......................Stirling|
|.....19855|.........0|......................Sterling|
|.....19856|.........0|.......................Success|
|.....19861|.........0|......................Quinlynn|
